posición,area,á.liq.,grupo_de_personal,codigo_postal,motivo_de_la_renuncia,banda,baja,reglapht,alta,años,meses,antigüedad,clave_de_sexo,lugar_de_nacimiento,nacionalidad,edad_del_empleado,estado_civil,hijos
POS1323,VS1,S5,Direct,32600,Vol-Transferencia entre planta,DO,2022-02-25,JF010600,2019-10-24,3,28.5,855,femenino,CHIHUAHUA,Mexican,20,Solter,0
POS1921,MFS,S5,Direct,32575,Vol-Transferencia entre planta,DO,2022-02-25,JS011500,2021-01-26,1,13.16666667,395,masculino,CHIHUAHUA,Mexican,23,Solter,0
POS96,Admin MSE1,S6,Non-Exempt,45086,Vol-Transferencia entre planta,E3,2022-02-26,ADMINIST,2019-05-23,3,33.66666667,1010,femenino,GUADALAJARA,Mexican,27,Solter,0
POS698,VS4,S6,Exempt,32540,Vol-Transferencia entre planta,E4,2022-02-26,ADMINIST,2004-10-16,18,211.4,6342,masculino,TOLUCA,Mexican,42,Casad.,2
POS1323,VS4,S5,Direct,32599,Vol-Cambio de domicilio,DO,2022-02-03,JT012324,2018-01-11,4,40.56666667,1217,masculino,CHIHUAHUA,Mexican,26,Solter,0
POS1323,VS7,S5,Direct,32575,Vol-Transferencia entre planta,DO,2022-02-03,JS011500,2019-01-08,3,31.46666667,944,femenino,JUCHITLAN,Mexican,21,Solter,0
POS1323,VS7,S5,Direct,32575,Vol-Cambio de domicilio,DO,2022-02-03,JF010600,2019-11-21,3,27.73333333,832,masculino,CHIHUAHUA,Mexican,22,Solter,0
POS1323,VS9-ABS,S5,Direct,32575,Vol-Cambio de domicilio,DO,2022-02-03,JT012324,2020-01-16,2,25.86666667,776,femenino,MICHOACAN,Mexican,31,Solter,3
POS1323,VS7,S5,Direct,32575,Vol-Transferencia entre planta,DO,2022-02-03,JS011500,2020-02-13,2,24.93333333,748,masculino,JUAREZ,Mexican,21,Solter,0
POS1921,MFS,S5,Direct,32599,Vol-Otro empleo,DO,2022-02-03,JS011500,2021-01-21,1,13.5,405,masculino,CIUDAD DE MEXICO,Mexican,53,Casad.,1
POS1230,VS4,S5,Direct,32584,Vol-Otro empleo,DNO,2022-02-03,JF010600,2017-07-12,5,51.53333333,1546,masculino,JUAREZ,Mexican,30,U.Libr,2
POS1323,VS7,S5,Direct,32575,Vol-Prob personales y/o fam.,DO,2022-02-03,JT012324,2017-01-02,5,61.83333333,1855,femenino,MICHOACAN,Mexican,42,Casad.,4
POS538,VS5,S5,Direct,32599,Vol-No regreso / no dio razón,DO,2022-02-03,JF060600,2011-01-26,11,135.1,4053,femenino,VERACRUZ,Mexican,36,U.Libr,2
POS1380,VS9-ABS,S5,Direct,32912,Vol-Transferencia entre planta,DO,2022-02-03,JT031800,2013-03-07,9,105.4666667,3164,femenino,DURANGO,Mexican,40,U.Libr,3
POS1323,VS1,S5,Direct,32696,Vol-Razones médicas,DO,2022-02-03,JT012324,2013-08-08,9,104.2666667,3128,femenino,COAHUILA,Mexican,45,Casad.,4
POS1376,VS4,S5,Direct,32599,Vol-Otro empleo,DNO,2022-02-03,JF010600,2014-10-17,8,89.76666667,2693,femenino,JUAREZ,Mexican,26,Solter,1
POS1559,MFS,S5,Direct,32575,Vol-Otro empleo,DNO,2022-02-03,JF010600,2016-06-01,6,74.9,2247,masculino,BALLEZA,Mexican,38,Casad.,2
POS1323,VS9-ABS,S5,Direct,32594,Vol-Transferencia entre planta,DO,2022-02-03,JS011500,2016-01-06,6,70,2100,femenino,PASO DEL JOBO,Mexican,32,Divorc,2
POS538,VS9-ABS,S5,Direct,32599,Imp.Tra-Ausentismos continuos,DO,2022-02-03,JT031800,2016-02-11,6,64.86666667,1946,femenino,ZACATECAS,Mexican,47,Casad.,3
POS2817,LOG,S6,Exempt,32742,Vol-Otro empleo,E4,2022-03-03,JF050600,2021-12-29,1,2.133333333,64,masculino,CHIHUAHUA,Mexican,30,Casad.,2
POS343,VS4,S6,Exempt,32675,Vol-Otro empleo,E3,2022-03-03,JF010600,2015-12-14,7,75.7,2271,masculino,EL MADERAL,Mexican,40,Casad.,4
POS538,VS7,S5,Direct,32576,Vol-Transferencia entre planta,DO,2022-04-03,JF010600,2019-03-10,3,29.43333333,883,femenino,CIUDAD DE MEXICO,Mexican,37,Casad.,3
POS538,VS9-ABS,S5,Direct,32575,Imp.Tra-Ausentismos continuos,DO,2022-07-03,JT031800,2019-07-25,3,31.86666667,956,masculino,VERACRUZ,Mexican,42,Casad.,2
POS1921,MFS,S5,Direct,32500,Vol-No regreso / no dio razón,DO,2022-07-03,JS011500,2020-08-12,2,15.13333333,454,masculino,CHIAPAS,Mexican,26,Casad.,1
POS1323,VS7,S5,Direct,32100,Vol-No regreso / no dio razón,DO,2022-07-03,JS011500,2017-08-31,5,54.96666667,1649,femenino,JUAREZ,Mexican,23,Solter,0
POS538,VS7,S5,Direct,32599,Vol-Otro empleo,DO,2022-08-03,JT031800,2018-04-26,4,47.06666667,1412,femenino,JUAREZ,Mexican,47,Casad.,3
POS347,LOG,S5,Direct,32600,Imp.Tra-Bajo desempeño,DNO,2022-08-03,JF010600,2019-01-17,3,38.2,1146,masculino,CHIHUAHUA,Mexican,46,U.Libr,3
POS1921,MFS,S5,Direct,32575,Imp.Tra-Ausentismos continuos,DO,2022-08-03,JF010600,2019-11-14,3,28.16666667,845,masculino,COAHUILA,Mexican,41,Casad.,3
POS1380,MFS,S5,Direct,32599,Vol-Estudios,DO,2022-08-03,JF060600,2020-08-12,2,15.16666667,455,masculino,JUAREZ,Mexican,22,Solter,0
POS1323,VS9-ABS,S5,Direct,32575,Vol-Estudios,DO,2022-08-03,JF010600,2020-08-12,2,15.16666667,455,masculino,JUAREZ,Mexican,20,Solter,0
POS1323,VS1,S5,Direct,32600,Vol-Estudios,DO,2022-08-03,JS011500,2017-07-13,5,56.63333333,1699,masculino,JUAREZ,Mexican,25,Solter,0
POS1323,VS9-ABS,S5,Direct,32574,Vol-Otro empleo,DO,2022-08-03,JT012324,2013-04-12,9,100.5333333,3016,masculino,TAMAULIPAS,Mexican,28,Solter,0
POS2224,TEF,S5,Direct,32599,Vol-Otro empleo,DNO,2022-08-03,ADMINIST,2015-01-07,7,81.4,2442,masculino,JUAREZ,Mexican,29,Solter,0
POS2384,QMM,S5,Direct,32695,Vol-Insatisfacción personal,DNO,2022-08-03,JF010600,2015-07-15,7,80.93333333,2428,femenino,CAMPECHE,Mexican,30,Solter,0
POS1323,VS4,S5,Direct,32594,Imp.Tra-Ausentismos continuos,DO,2022-08-03,JT012324,2016-01-13,6,74.86666667,2246,masculino,JUAREZ,Mexican,24,Solter,0
POS2803,VS1,S5,Direct,32600,Vol-No regreso / no dio razón,DNO,2022-09-03,JF010600,2018-03-22,4,48.26666667,1448,masculino,JUAREZ,Mexican,43,U.Libr,4
POS2622,VS5,S6,Exempt,32618,Vol-Insatisfacción personal,E3,2022-11-03,ADMINIST,2021-04-29,1,10.53333333,316,masculino,JUAREZ,Mexican,26,Solter,0
POS1323,VS5,S5,Direct,32575,Imp.Pat-Terminación del Contrato,DO,2022-11-03,JF010600,2019-12-09,3,30.36666667,911,masculino,CHIHUAHUA,Mexican,21,Solter,0
POS1323,VS7,S5,Direct,32584,Vol-Transferencia entre planta,DO,2022-11-03,JT012324,2015-04-03,7,85.46666667,2564,femenino,FRESNILLO,Mexican,31,U.Libr,3
POS1921,MFS,S5,Direct,32575,Vol-Cambio de domicilio,DO,2022-03-15,JT012324,2018-03-15,4,48.7,1461,masculino,JUAREZ,Mexican,22,Solter,0
POS1230,VS5,S5,Direct,32575,Vol-Otro empleo,DNO,2022-03-15,JF010600,2018-08-30,4,43.1,1293,masculino,CHIHUAHUA,Mexican,26,Solter,0
POS1230,VS5,S5,Direct,32590,Vol-Otro empleo,DNO,2022-03-15,ADMINIST,2019-12-09,3,30.5,915,masculino,JUAREZ,Mexican,24,Solter,0
POS1921,MFS,S5,Direct,32599,Vol-Prob personales y/o fam.,DO,2022-03-15,JF010600,2020-12-11,2,16.26666667,488,femenino,CHIHUAHUA,Mexican,32,Casad.,2
POS538,VS5,S5,Direct,32575,Vol-Otro empleo,DO,2022-03-15,JF060600,2020-11-19,2,16.03333333,481,masculino,CHIHUAHUA,Mexican,20,Solter,0
POS750,TEF,S5,Direct,32575,Vol-Otro empleo,DNO,2022-03-15,ADMINIST,2021-06-05,1,10.43333333,313,femenino,JUAREZ,Mexican,23,Solter,0
POS347,LOG,S5,Direct,32600,Vol-Otro empleo,DNO,2022-03-15,JF050600,2017-10-19,5,53.6,1608,masculino,VERACRUZ,Mexican,25,Solter,0
POS2384,QMM,S5,Direct,32575,Vol-Estudios,DNO,2022-03-15,JF010600,2016-12-14,6,63.9,1917,masculino,JUAREZ,Mexican,23,Solter,0
POS1559,MFS,S5,Direct,32695,Vol-Otro empleo,DNO,2022-03-15,JF010600,2004-08-11,18,211.2,6336,masculino,NAICA,Mexican,44,Casad.,3
POS139,VS1,S6,Exempt,32616,Vol-Otro empleo,E3,2022-03-18,ADMINIST,2018-02-08,4,44.13333333,1324,masculino,JUAREZ,Mexican,27,Solter,0
POS2076,HRL,S6,Exempt,32573,Vol-Otro empleo,E3,2022-03-18,ADMINIST,2019-04-25,3,35.26666667,1058,femenino,CUAUHTEMOC,Mexican,36,Casad.,2
POS1921,MFS,S5,Direct,32696,Imp.Tra-Ausentismos continuos,DO,2022-03-22,JT012324,2018-12-27,4,39.36666667,1181,femenino,JUAREZ,Mexican,24,Solter,0
POS1230,VS4,S5,Direct,32575,Vol-Otro empleo,DNO,2022-03-22,JS011500,2019-12-09,3,30.73333333,922,masculino,JUAREZ,Mexican,23,Solter,0
POS538,VS9-ABS,S5,Direct,32575,Vol-Otro empleo,DO,2022-03-22,JF060600,2019-09-26,3,30.26666667,908,femenino,CHIHUAHUA,Mexican,36,Casad.,3
POS2802,TEF,S5,Direct,32599,Vol-Prob personales y/o fam.,DNO,2022-03-22,JT012324,2019-12-12,3,27.7,831,masculino,JUAREZ,Mexican,21,Solter,0
POS1921,MFS,S5,Direct,32575,Vol-Cambio de domicilio,DO,2022-03-22,JS011500,2020-01-23,2,26.3,789,femenino,JUAREZ,Mexican,28,U.Libr,2
POS538,VS1,S5,Direct,32575,Vol-Cambio de domicilio,DO,2022-03-22,JT031800,2020-06-02,2,25.83333333,775,femenino,JUAREZ,Mexican,23,Solter,0
POS1323,VS7,S5,Direct,32575,Vol-Transferencia entre planta,DO,2022-03-22,JF010600,2021-01-14,1,14.4,432,femenino,PUEBLA,Mexican,26,Solter,2
POS1323,VS1,S5,Direct,32590,Vol-Razones médicas,DO,2022-03-22,JT012324,2017-05-18,5,58.96666667,1769,femenino,JUAREZ,Mexican,24,U.Libr,1
POS1748,VS5,S5,Direct,32722,Vol-Prob personales y/o fam.,DNO,2022-03-22,JF010600,2010-02-09,12,140.6333333,4219,masculino,JUAREZ,Mexican,30,U.Libr,1
POS1559,MFS,S5,Direct,32599,Vol-Otro empleo,DNO,2022-03-22,JS011500,2013-03-06,9,107.1333333,3214,masculino,FRESNILLO,Mexican,27,Casad.,2
POS1230,VS4,S5,Direct,32599,Vol-Insatisfacción personal,DNO,2022-03-22,JF010600,2013-09-10,9,102.8666667,3086,masculino,COAHUILA,Mexican,28,Solter,1
POS1380,VS9-ABS,S5,Direct,32600,Vol-No regreso / no dio razón,DO,2022-03-23,JF010600,2021-01-14,1,14.43333333,433,masculino,CHIHUAHUA,Mexican,26,U.Libr,2
POS1323,VS9-ABS,S5,Direct,32575,Imp.Tra-Ausentismos continuos,DO,2022-03-24,JS011500,2018-09-13,4,42.93333333,1288,masculino,LAZARO CARDENAS,Mexican,24,Solter,0
POS2622,VS4,S6,Exempt,32210,Vol-Otro empleo,E3,2022-03-25,ADMINIST,2005-11-05,17,205.4,6162,masculino,GOMEZ FARIAS,Mexican,38,Casad.,1
POS907,VS1,S6,Exempt,32360,Vol-Transferencia entre planta,E4,2022-03-26,ADMINIST,2015-09-02,7,86.73333333,2602,masculino,CHIHUAHUA,Mexican,32,Solter,0
POS1380,MFS,S5,Direct,32599,Imp.Tra-LFT y/o Reglamento Int.,DO,2022-03-28,JF060600,2013-07-15,9,105.9333333,3178,femenino,JUAREZ,Mexican,38,Solter,3
POS1380,MFS,S5,Direct,32575,Vol-Transferencia entre planta,DO,2022-03-28,JT031800,2014-12-02,8,98.86666667,2966,femenino,GOMEZ PALACIO,Mexican,38,Solter,4
POS1921,MFS,S5,Direct,32575,Vol-Insatisfacción personal,DO,2022-03-29,JF010600,2018-12-27,4,39.6,1188,femenino,JUAREZ,Mexican,21,Solter,0
POS538,VS9-ABS,S5,Direct,32575,Imp.Tra-Ausentismos continuos,DO,2022-03-29,JT031800,2019-10-31,3,29.33333333,880,femenino,JUAREZ,Mexican,26,U.Libr,4
POS1323,VS5,S5,Direct,32575,Vol-Razones médicas,DO,2022-03-29,JS011500,2019-05-12,3,28.16666667,845,femenino,DURANGO,Mexican,46,Divorc,4
POS1380,MFS,S5,Direct,32575,Vol-Estudios,DO,2022-03-29,JF060600,2020-10-12,2,15.8,474,masculino,CHIHUAHUA,Mexican,19,Solter,0
POS538,VS1,S5,Direct,32217,Vol-Estudios,DO,2022-03-29,JF060600,2021-05-01,1,14.93333333,448,femenino,CHIHUAHUA,Mexican,21,Casad.,0
POS347,LOG,S5,Direct,32575,Vol-Otro empleo,DNO,2022-03-29,JF010600,2016-02-24,6,74.16666667,2225,masculino,CORDOBA,Mexican,31,Casad.,3
POS1323,VS1,S5,Direct,32599,Vol-No regreso / no dio razón,DO,2022-03-30,JS011500,2020-11-26,2,16.3,489,masculino,TORREON,Mexican,24,U.Libr,1
POS1380,MFS,S5,Direct,32599,Muerte Natural,DO,2022-04-04,JF060600,2015-09-12,7,76.93333333,2308,femenino,JUAREZ,Mexican,43,U.Libr,1
POS1230,VS7,S5,Direct,32575,Vol-Otro empleo,DNO,2022-05-04,JF010600,2018-08-30,4,43.8,1314,masculino,JUAREZ,Mexican,25,Solter,0
POS538,VS1,S5,Direct,32575,Imp.Tra-Ausentismos continuos,DO,2022-05-04,JF060600,2018-06-09,4,43.56666667,1307,femenino,JUAREZ,Mexican,24,Solter,0
POS1380,MFS,S5,Direct,32575,Vol-Cambio de domicilio,DO,2022-05-04,JF060600,2019-10-17,3,30.03333333,901,femenino,JUAREZ,Mexican,29,U.Libr,4
POS538,VS9-ABS,S5,Direct,32575,Vol-Transferencia entre planta,DO,2022-05-04,JS011500,2019-10-24,3,29.8,894,femenino,VERACRUZ,Mexican,43,Solter,0
POS1323,VS5,S5,Direct,32599,Vol-No regreso / no dio razón,DO,2022-05-04,JF010600,2021-01-19,1,14.7,441,femenino,JUAREZ,Mexican,21,U.Libr,1
POS2915,TEF,S5,Direct,32575,Vol-Otro empleo,DNO,2022-05-04,JS011500,2021-11-02,1,13.93333333,418,masculino,JUAREZ,Mexican,36,Casad.,1
POS2094,TEF,S5,Direct,32560,Vol-Insatisfacción personal,DNO,2022-05-04,ADMINIST,2021-02-25,1,13.46666667,404,masculino,JUAREZ,Mexican,28,Casad.,0
POS1380,MFS,S5,Direct,32575,Imp.Tra-Ausentismos continuos,DO,2022-05-04,JF060600,2018-11-01,4,51.5,1545,femenino,JUAREZ,Mexican,29,Casad.,1
POS1323,VS7,S5,Direct,32575,Vol-Transferencia entre planta,DO,2022-05-04,JF010600,2019-03-10,3,30.5,915,masculino,CHIHUAHUA,Mexican,23,Solter,0
POS1323,VS1,S5,Direct,32594,Vol-Prob personales y/o fam.,DO,2022-05-04,JF010600,2017-07-13,5,57.56666667,1727,masculino,TECPATAN,Mexican,28,U.Libr,1
POS1559,MFS,S5,Direct,32107,Vol-Otro empleo,DNO,2022-05-04,JF050600,2011-12-10,11,127.6,3828,masculino,ZACATECAS,Mexican,32,U.Libr,1
POS1520,TEF,S6,Exempt,32425,Imp.Pat-Varios Jubilado,E3,2022-08-04,ADMINIST,2005-12-07,17,203.8,6114,femenino,JUAREZ,Mexican,55,casad.,2
POS1230,VS9-ABS,S5,Direct,32599,Vol-Otro empleo,DNO,2022-12-04,JT012324,2018-06-12,4,40.76666667,1223,masculino,PARRAL,Mexican,23,Solter,0
POS1921,MFS,S5,Direct,32575,Vol-Otro empleo,DO,2022-12-04,JS011500,2019-10-10,3,30.5,915,masculino,JUAREZ,Mexican,20,Solter,0
POS1921,MFS,S5,Direct,32599,Vol-Cambio de domicilio,DO,2022-12-04,JF010600,2017-01-18,5,63.66666667,1910,masculino,SANTIAGO TUXTLA,Mexican,48,U.Libr,1
POS1748,VS5,S5,Direct,32599,Vol-Otro empleo,DNO,2022-12-04,JT012324,2013-07-15,9,106.4333333,3193,masculino,TORREON,Mexican,30,U.Libr,1
POS1559,MFS,S5,Direct,32674,Vol-Otro empleo,DNO,2022-12-04,JS011500,2013-04-12,9,101.7,3051,masculino,JUAREZ,Mexican,32,Casad.,1
POS1819,LOG,S5,Direct,32599,Vol-Otro empleo,DNO,2022-12-04,JS011500,2014-02-19,8,99.13333333,2974,masculino,DURANGO,Mexican,26,Solter,0
POS1559,MFS,S5,Direct,32599,Vol-Otro empleo,DNO,2022-12-04,JT021800,2016-01-13,6,76.03333333,2281,masculino,TORREON,Mexican,25,U.Libr,1
POS343,MFS,S6,Exempt,32590,Vol-Otro empleo,E3,2022-04-14,ADMINIST,2018-03-28,4,49.26666667,1478,femenino,JUAREZ,Mexican,27,casad.,0
POS2913,Admin MSE2,S6,Managers,32520,Vol-Otro empleo,SL1,2022-04-14,ADMINIST,2010-12-16,12,137.9,4137,masculino,JUAREZ,Mexican,39,casad.,2
POS1230,VS7,S5,Direct,32687,Vol-Transferencia entre planta,DNO,2022-04-15,JF010600,2020-10-09,2,19.4,582,masculino,CHIHUAHUA,Mexican,23,Solter,0
POS2803,VS1,S5,Direct,32573,Vol-Transferencia entre planta,DNO,2022-04-15,ADMINIST,2021-02-25,1,13.8,414,masculino,JUAREZ,Mexican,28,Solter,0
POS1921,MFS,S5,Direct,32107,Imp.Tra-Jubilación,DO,2022-04-15,JS011500,2006-01-30,16,197.3,5919,femenino,LAS PILAS,Mexican,60,Casad.,2
POS907,VS9-ABS,S6,Exempt,32540,Vol-Transferencia entre planta,E4,2022-04-15,ADMINIST,2014-03-31,8,97.9,2937,masculino,JUAREZ,Mexican,43,casad.,4
POS538,VS7,S5,Direct,32599,Vol-Estudios,DO,2022-04-18,JF060600,2018-05-17,4,47.73333333,1432,femenino,CHIHUAHUA,Mexican,26,Solter,0
POS1323,VS5,S5,Direct,32599,Vol-No regreso / no dio razón,DO,2022-04-18,JT012324,2019-05-09,3,31.86666667,956,femenino,GUERRERO,Mexican,49,Casad.,4
POS538,VS7,S5,Direct,32599,Imp.Tra-Ausentismos continuos,DO,2022-04-18,JF060600,2016-12-28,6,64.56666667,1937,femenino,CULIACAN,Mexican,34,Solter,2
POS538,VS9-ABS,S5,Direct,32575,Imp.Tra-Ausentismos continuos,DO,2022-04-19,JF060600,2019-12-19,3,28.4,852,femenino,JUAREZ,Mexican,20,Solter,0
POS1323,VS1,S5,Direct,32599,Vol-Prob personales y/o fam.,DO,2022-04-19,JF010600,2017-08-31,5,56.4,1692,femenino,TUXTEPEC,Mexican,23,Solter,0
POS1230,VS4,S5,Direct,32598,Vol-Otro empleo,DNO,2022-04-19,JS011500,2016-03-16,6,74.16666667,2225,masculino,JUAREZ,Mexican,25,U.Libr,1
POS538,VS9-ABS,S5,Direct,32575,Vol-No regreso / no dio razón,DO,2022-04-20,JT031800,2019-07-25,3,33.33333333,1000,femenino,TABASCO,Mexican,40,Casad.,3
POS2062,VS9-ABS,S6,Exempt,32660,Vol-Otro empleo,E3,2022-04-20,ADMINIST,2014-10-29,8,91,2730,masculino,TEXAS,Mexican,32,casad.,2
POS2338,CTG,S6,Exempt,32617,Vol-Otro empleo,E4,2022-04-21,ADMINIST,2011-09-19,11,128.9,3867,femenino,AGUSCALIENTES,Mexican,38,casad.,1
POS1323,VS1,S5,Direct,32575,Vol-Transferencia entre planta,DO,2022-04-22,JS011500,2017-05-10,5,55.33333333,1660,femenino,JUAREZ,Mexican,23,Solter,1
POS1448,TEF,S6,Exempt,32140,Vol-Otro empleo,E3,2022-04-22,ADMINIST,2014-02-04,8,98.06666667,2942,femenino,DURANGO,Mexican,39,solter,0
POS2497,LOG,S6,Exempt,32472,Vol-Otro empleo,E4,2022-04-22,ADMINIST,2014-12-22,8,89.26666667,2678,femenino,JUAREZ,Mexican,30,solter,0
POS2076,HRL,S6,Exempt,32379,Imp.Pat-Terminación del Contrato,E3,2022-04-25,ADMINIST,2009-11-05,13,157.7333333,4732,masculino,VILLA AHUMADA,Mexican,41,U.Libr,3
POS2803,VS7,S5,Direct,32695,Vol-Otro empleo,DNO,2022-04-26,JF010600,2020-12-22,2,16.33333333,490,masculino,ACAPULCO,Mexican,38,Casad.,1
POS1380,MFS,S5,Direct,32599,Vol-Otro empleo,DO,2022-04-26,JT031800,2021-01-14,1,15.56666667,467,masculino,DURANGO,Mexican,29,Casad.,1
POS2003,TEF,S5,Direct,32599,Vol-Insatisfacción personal,DNO,2022-04-26,ADMINIST,2017-10-19,5,55,1650,femenino,POANAS,Mexican,32,Solter,0
POS1323,VS1,S5,Direct,32575,Vol-Prob personales y/o fam.,DO,2022-04-26,JS011500,2016-07-12,6,65.53333333,1966,femenino,VERACRUZ,Mexican,40,Solter,3
POS1230,VS5,S5,Direct,32575,Vol-Prob personales y/o fam.,DNO,2022-04-26,JS011500,2004-06-16,18,217.4333333,6523,masculino,TORREON,Mexican,50,Casad.,3
POS2803,VS7,S5,Direct,32696,Vol-Otro empleo,DNO,2022-04-26,JF010600,2006-01-03,16,196.6666667,5900,masculino,EL FUERTE,Mexican,47,Casad.,3
POS1921,MFS,S5,Direct,32575,Vol-Insatisfacción personal,DO,2022-04-26,JT012324,2015-02-18,7,87.46666667,2624,masculino,DURANGO,Mexican,40,Casad.,3
POS1410,VS7,S5,Direct,32696,Vol-Otro empleo,DNO,2022-04-26,JF010600,2015-04-03,7,87,2610,femenino,TUXTLA GUTIERREZ,Mexican,26,Solter,1
POS1230,VS7,S5,Direct,32599,Vol-Otro empleo,DNO,2022-04-26,JF010600,2015-03-18,7,86.53333333,2596,masculino,TUXTEPEC,Mexican,28,Casad.,0
POS538,VS1,S5,Direct,32696,Imp.Tra-Ausentismos continuos,DO,2022-04-26,JF060600,2016-10-26,6,66.93333333,2008,femenino,JUAREZ,Mexican,49,Solter,5
POS1788,VS4,S6,Exempt,32472,Vol-Otro empleo,E4,2022-04-26,ADMINIST,2016-07-20,6,70.2,2106,masculino,CAJEME,Mexican,30,casad.,3
POS2698,VS7,S5,Direct,32575,Imp.Tra-Falsificación de doctos.,DNO,2022-04-29,JF010600,2018-04-26,4,48.8,1464,masculino,CHIHUAHUA,Mexican,24,U.Libr,1
POS1323,VS7,S5,Direct,32575,Vol-Transferencia entre planta,DO,2022-04-29,JT012324,2019-03-14,3,38.06666667,1142,femenino,JUAREZ,Mexican,35,U.Libr,3
POS1323,VS9-ABS,S5,Direct,32594,Vol-Transferencia entre planta,DO,2022-04-29,JT012324,2014-08-10,8,92,2760,masculino,VERACRUZ,Mexican,27,Solter,0
POS1145,DBE,S6,Exempt,32560,Vol-Otro empleo,E3,2022-04-29,ADMINIST,2018-03-05,4,48.56666667,1457,masculino,CHIHUAHUA,Mexican,41,U.Libr,2
POS1181,LOG,S6,Exempt,32540,Vol-Otro empleo,E3,2022-04-29,ADMINIST,2018-02-08,4,45.53333333,1366,masculino,JUAREZ,Mexican,30,casad.,0
POS2062,TEF,S6,Exempt,32675,Vol-Prob personales y/o fam.,E3,2022-04-29,JF010600,2012-03-28,10,122.8,3684,femenino,JUAREZ,Mexican,32,casad.,1
POS538,VS7,S5,Direct,32580,Imp.Pat-Terminación del Contrato,DO,2022-02-05,JT031800,2020-01-12,2,17.23333333,517,masculino,DURANGO,Mexican,22,solter,0
POS2003,TEF,S5,Direct,32600,Vol-Insatisfacción personal,DNO,2022-03-05,ADMINIST,2019-06-13,3,35.16666667,1055,masculino,JUAREZ,Mexican,32,solter,1
POS1230,VS4,S5,Direct,32575,Vol-Otro empleo,DNO,2022-03-05,JF010600,2010-10-19,12,140.4666667,4214,masculino,JUAREZ,Mexican,29,U.Libr,0
POS1376,MFS,S5,Direct,32594,Vol-Otro empleo,DNO,2022-03-05,JF010600,2015-08-31,7,81.23333333,2437,masculino,FRANCISCO I MADERO,Mexican,27,U.Libr,1
POS1111,TEF,S5,Direct,32599,Vol-Otro empleo,DNO,2022-03-05,ADMINIST,2014-07-30,8,94.46666667,2834,femenino,JUAREZ,Mexican,27,solter,1
POS1376,MFS,S5,Direct,32575,Vol-Otro empleo,DNO,2022-03-05,JT012324,2015-01-21,7,88.63333333,2659,masculino,JUAREZ,Mexican,27,casad.,3
POS1559,MFS,S5,Direct,32543,Vol-Otro empleo,DNO,2022-03-05,JS011500,2016-12-10,6,67.63333333,2029,masculino,GOMEZ PALACIO,Mexican,24,solter,0
POS2848,HSE,S6,Exempt,32330,Vol-Otro empleo,E4,2022-06-05,ADMINIST,2022-03-02,0,3.066666667,92,masculino,CHIHUAHUA,Mexican,39,solter,0
POS538,VS1,S5,Direct,32674,Imp.Tra-Ausentismos continuos,DO,2022-09-05,JF060600,2013-07-15,9,107.3333333,3220,femenino,DELICIAS,Mexican,29,casad.,3
POS1323,VS9-ABS,S5,Direct,32576,Vol-Insatisfacción personal,DO,2022-10-05,JF010600,2018-03-15,4,50.56666667,1517,masculino,CHIHUAHUA,Mexican,22,solter,0
POS1323,VS7,S5,Direct,32575,Vol-Transferencia entre planta,DO,2022-10-05,JS011500,2019-10-31,3,30.73333333,922,femenino,JUAREZ,Mexican,20,solter,0
POS1323,VS7,S5,Direct,32553,Vol-Prob personales y/o fam.,DO,2022-10-05,JS011500,2020-12-03,2,26.3,789,femenino,JUAREZ,Mexican,28,solter,0
POS1323,VS4,S5,Direct,32575,Vol-Prob personales y/o fam.,DO,2022-10-05,JF010600,2020-09-24,2,19.76666667,593,femenino,JUAREZ,Mexican,21,solter,0
POS1323,VS5,S5,Direct,32575,Vol-Otro empleo,DO,2022-10-05,JF010600,2020-12-22,2,16.8,504,masculino,JUAREZ,Mexican,21,solter,0
POS1323,VS9-ABS,S5,Direct,32702,Vol-Prob personales y/o fam.,DO,2022-10-05,JF010600,2021-02-25,1,14.63333333,439,masculino,JUAREZ,Mexican,38,casad.,4
POS1921,MFS,S5,Direct,32574,Vol-No regreso / no dio razón,DO,2022-10-05,JT012324,2017-12-28,5,53.13333333,1594,femenino,CHIHUAHUA,Mexican,36,solter,2
POS1559,MFS,S5,Direct,32107,Vol-Otro empleo,DNO,2022-10-05,JS011500,2010-04-22,12,146.7,4401,masculino,DURANGO,Mexican,33,casad.,2
POS2553,VS5,S5,Direct,32575,Vol-Prob personales y/o fam.,DNO,2022-10-05,JF050600,2013-10-06,9,108.5333333,3256,femenino,TORREON,Mexican,60,casad.,4
POS1748,VS9-ABS,S5,Direct,32594,Vol-Otro empleo,DNO,2022-10-05,JT012324,2014-01-10,8,92.6,2778,masculino,GUADALAJARA,Mexican,28,solter,0
POS2802,TEF,S5,Direct,32599,Vol-Otro empleo,DNO,2022-10-05,JF010600,2015-11-30,7,78.43333333,2353,masculino,JUAREZ,Mexican,25,solter,0
POS1323,VS1,S5,Direct,32575,Vol-Transferencia entre planta,DO,2022-05-13,JS011500,2020-12-22,2,16.9,507,femenino,CHIHUAHUA,Mexican,32,casad.,1
POS343,MFS,S6,Exempt,32575,Vol-Cambio de domicilio,E3,2022-05-13,JF010600,2011-01-26,11,137.5,4125,masculino,DURANGO,Mexican,31,U.Libr,1
