,posicion,area,a.liq.,grupo_de_personal,codigo_postal,motivo_de_la_renuncia,banda,baja,reglapht,alta,anos,meses,antiguedad,clave_de_sexo,lugar_de_nacimiento,edad_del_empleado,estado_civil,hijos,cluster
711,POS1323,VS9-ABS,S5,Direct,32575,vol-cambio de domicilio,DO,2022-02-03,JT012324,2020-01-16,2,25.86666667,776,femenino,MICHOACAN,31,solter,3,1
712,POS1323,VS7,S5,Direct,32575,vol-transferencia entre planta,DO,2022-02-03,JS011500,2020-02-13,2,24.93333333,748,masculino,JUAREZ,21,solter,0,0
713,POS1921,MFS,S5,Direct,32599,vol-otro empleo,DO,2022-02-03,JS011500,2021-01-21,1,13.5,405,masculino,CIUDAD DE MEXICO,53,casad,1,0
714,POS1230,VS4,S5,Direct,32584,vol-otro empleo,DNO,2022-02-03,JF010600,2017-07-12,5,51.53333333,1546,masculino,JUAREZ,30,u.libr,2,2
715,POS1323,VS7,S5,Direct,32575,vol-prob personales y/o fam,DO,2022-02-03,JT012324,2017-01-02,5,61.83333333,1855,femenino,MICHOACAN,42,casad,4,1
716,POS538,VS5,S5,Direct,32599,vol-no regreso / no dio razon,DO,2022-02-03,JF060600,2011-01-26,11,135.1,4053,femenino,VERACRUZ,36,u.libr,2,1
717,POS1380,VS9-ABS,S5,Direct,32912,vol-transferencia entre planta,DO,2022-02-03,JT031800,2013-03-07,9,105.4666667,3164,femenino,DURANGO,40,u.libr,3,1
718,POS1323,VS1,S5,Direct,32696,vol-razones medicas,DO,2022-02-03,JT012324,2013-08-08,9,104.2666667,3128,femenino,COAHUILA,45,casad,4,1
719,POS1376,VS4,S5,Direct,32599,vol-otro empleo,DNO,2022-02-03,JF010600,2014-10-17,8,89.76666667,2693,femenino,JUAREZ,26,solter,1,2
720,POS1559,MFS,S5,Direct,32575,vol-otro empleo,DNO,2022-02-03,JF010600,2016-06-01,6,74.9,2247,masculino,BALLEZA,38,casad,2,2
721,POS1323,VS9-ABS,S5,Direct,32594,vol-transferencia entre planta,DO,2022-02-03,JS011500,2016-01-06,6,70.0,2100,femenino,PASO DEL JOBO,32,divorciado,2,1
722,POS538,VS9-ABS,S5,Direct,32599,imp.tra-ausentismos continuos,DO,2022-02-03,JT031800,2016-02-11,6,64.86666667,1946,femenino,ZACATECAS,47,casad,3,1
723,POS2817,LOG,S6,Exempt,32742,vol-otro empleo,E4,2022-03-03,JF050600,2021-12-29,1,2.133333333,64,masculino,CHIHUAHUA,30,casad,2,3
724,POS343,VS4,S6,Exempt,32675,vol-otro empleo,E3,2022-03-03,JF010600,2015-12-14,7,75.7,2271,masculino,EL MADERAL,40,casad,4,3
725,POS538,VS7,S5,Direct,32576,vol-transferencia entre planta,DO,2022-04-03,JF010600,2019-03-10,3,29.43333333,883,femenino,CIUDAD DE MEXICO,37,casad,3,1
726,POS538,VS9-ABS,S5,Direct,32575,imp.tra-ausentismos continuos,DO,2022-07-03,JT031800,2019-07-25,3,31.86666667,956,masculino,VERACRUZ,42,casad,2,0
727,POS1921,MFS,S5,Direct,32500,vol-no regreso / no dio razon,DO,2022-07-03,JS011500,2020-08-12,2,15.13333333,454,masculino,CHIAPAS,26,casad,1,0
728,POS1323,VS7,S5,Direct,32100,vol-no regreso / no dio razon,DO,2022-07-03,JS011500,2017-08-31,5,54.96666667,1649,femenino,JUAREZ,23,solter,0,1
729,POS538,VS7,S5,Direct,32599,vol-otro empleo,DO,2022-08-03,JT031800,2018-04-26,4,47.06666667,1412,femenino,JUAREZ,47,casad,3,1
730,POS347,LOG,S5,Direct,32600,imp.tra-bajo desempeno,DNO,2022-08-03,JF010600,2019-01-17,3,38.2,1146,masculino,CHIHUAHUA,46,u.libr,3,2
731,POS1921,MFS,S5,Direct,32575,imp.tra-ausentismos continuos,DO,2022-08-03,JF010600,2019-11-14,3,28.16666667,845,masculino,COAHUILA,41,casad,3,0
732,POS1380,MFS,S5,Direct,32599,vol-estudios,DO,2022-08-03,JF060600,2020-08-12,2,15.16666667,455,masculino,JUAREZ,22,solter,0,0
733,POS1323,VS9-ABS,S5,Direct,32575,vol-estudios,DO,2022-08-03,JF010600,2020-08-12,2,15.16666667,455,masculino,JUAREZ,20,solter,0,0
734,POS1323,VS1,S5,Direct,32600,vol-estudios,DO,2022-08-03,JS011500,2017-07-13,5,56.63333333,1699,masculino,JUAREZ,25,solter,0,0
735,POS1323,VS9-ABS,S5,Direct,32574,vol-otro empleo,DO,2022-08-03,JT012324,2013-04-12,9,100.5333333,3016,masculino,TAMAULIPAS,28,solter,0,0
736,POS2224,TEF,S5,Direct,32599,vol-otro empleo,DNO,2022-08-03,ADMINIST,2015-01-07,7,81.4,2442,masculino,JUAREZ,29,solter,0,2
737,POS2384,QMM,S5,Direct,32695,vol-insatisfaccion personal,DNO,2022-08-03,JF010600,2015-07-15,7,80.93333333,2428,femenino,CAMPECHE,30,solter,0,2
738,POS1323,VS4,S5,Direct,32594,imp.tra-ausentismos continuos,DO,2022-08-03,JT012324,2016-01-13,6,74.86666667,2246,masculino,JUAREZ,24,solter,0,0
739,POS2803,VS1,S5,Direct,32600,vol-no regreso / no dio razon,DNO,2022-09-03,JF010600,2018-03-22,4,48.26666667,1448,masculino,JUAREZ,43,u.libr,4,2
740,POS2622,VS5,S6,Exempt,32618,vol-insatisfaccion personal,E3,2022-11-03,ADMINIST,2021-04-29,1,10.53333333,316,masculino,JUAREZ,26,solter,0,3
741,POS1323,VS5,S5,Direct,32575,imp.pat-terminacion del contra,DO,2022-11-03,JF010600,2019-12-09,3,30.36666667,911,masculino,CHIHUAHUA,21,solter,0,0
742,POS1323,VS7,S5,Direct,32584,vol-transferencia entre planta,DO,2022-11-03,JT012324,2015-04-03,7,85.46666667,2564,femenino,FRESNILLO,31,u.libr,3,1
743,POS1921,MFS,S5,Direct,32575,vol-cambio de domicilio,DO,2022-03-15,JT012324,2018-03-15,4,48.7,1461,masculino,JUAREZ,22,solter,0,0
744,POS1230,VS5,S5,Direct,32575,vol-otro empleo,DNO,2022-03-15,JF010600,2018-08-30,4,43.1,1293,masculino,CHIHUAHUA,26,solter,0,2
745,POS1230,VS5,S5,Direct,32590,vol-otro empleo,DNO,2022-03-15,ADMINIST,2019-12-09,3,30.5,915,masculino,JUAREZ,24,solter,0,2
746,POS1921,MFS,S5,Direct,32599,vol-prob personales y/o fam,DO,2022-03-15,JF010600,2020-12-11,2,16.26666667,488,femenino,CHIHUAHUA,32,casad,2,1
747,POS538,VS5,S5,Direct,32575,vol-otro empleo,DO,2022-03-15,JF060600,2020-11-19,2,16.03333333,481,masculino,CHIHUAHUA,20,solter,0,0
748,POS750,TEF,S5,Direct,32575,vol-otro empleo,DNO,2022-03-15,ADMINIST,2021-06-05,1,10.43333333,313,femenino,JUAREZ,23,solter,0,2
749,POS347,LOG,S5,Direct,32600,vol-otro empleo,DNO,2022-03-15,JF050600,2017-10-19,5,53.6,1608,masculino,VERACRUZ,25,solter,0,2
750,POS2384,QMM,S5,Direct,32575,vol-estudios,DNO,2022-03-15,JF010600,2016-12-14,6,63.9,1917,masculino,JUAREZ,23,solter,0,2
751,POS1559,MFS,S5,Direct,32695,vol-otro empleo,DNO,2022-03-15,JF010600,2004-08-11,18,211.2,6336,masculino,NAICA,44,casad,3,2
752,POS139,VS1,S6,Exempt,32616,vol-otro empleo,E3,2022-03-18,ADMINIST,2018-02-08,4,44.13333333,1324,masculino,JUAREZ,27,solter,0,3
753,POS2076,HRL,S6,Exempt,32573,vol-otro empleo,E3,2022-03-18,ADMINIST,2019-04-25,3,35.26666667,1058,femenino,CUAUHTEMOC,36,casad,2,3
754,POS1921,MFS,S5,Direct,32696,imp.tra-ausentismos continuos,DO,2022-03-22,JT012324,2018-12-27,4,39.36666667,1181,femenino,JUAREZ,24,solter,0,1
755,POS1230,VS4,S5,Direct,32575,vol-otro empleo,DNO,2022-03-22,JS011500,2019-12-09,3,30.73333333,922,masculino,JUAREZ,23,solter,0,2
756,POS538,VS9-ABS,S5,Direct,32575,vol-otro empleo,DO,2022-03-22,JF060600,2019-09-26,3,30.26666667,908,femenino,CHIHUAHUA,36,casad,3,1
757,POS2802,TEF,S5,Direct,32599,vol-prob personales y/o fam,DNO,2022-03-22,JT012324,2019-12-12,3,27.7,831,masculino,JUAREZ,21,solter,0,2
758,POS1921,MFS,S5,Direct,32575,vol-cambio de domicilio,DO,2022-03-22,JS011500,2020-01-23,2,26.3,789,femenino,JUAREZ,28,u.libr,2,1
759,POS538,VS1,S5,Direct,32575,vol-cambio de domicilio,DO,2022-03-22,JT031800,2020-06-02,2,25.83333333,775,femenino,JUAREZ,23,solter,0,1
760,POS1323,VS7,S5,Direct,32575,vol-transferencia entre planta,DO,2022-03-22,JF010600,2021-01-14,1,14.4,432,femenino,PUEBLA,26,solter,2,1
761,POS1323,VS1,S5,Direct,32590,vol-razones medicas,DO,2022-03-22,JT012324,2017-05-18,5,58.96666667,1769,femenino,JUAREZ,24,u.libr,1,1
762,POS1748,VS5,S5,Direct,32722,vol-prob personales y/o fam,DNO,2022-03-22,JF010600,2010-02-09,12,140.6333333,4219,masculino,JUAREZ,30,u.libr,1,2
763,POS1559,MFS,S5,Direct,32599,vol-otro empleo,DNO,2022-03-22,JS011500,2013-03-06,9,107.1333333,3214,masculino,FRESNILLO,27,casad,2,2
764,POS1230,VS4,S5,Direct,32599,vol-insatisfaccion personal,DNO,2022-03-22,JF010600,2013-09-10,9,102.8666667,3086,masculino,COAHUILA,28,solter,1,2
765,POS1380,VS9-ABS,S5,Direct,32600,vol-no regreso / no dio razon,DO,2022-03-23,JF010600,2021-01-14,1,14.43333333,433,masculino,CHIHUAHUA,26,u.libr,2,0
766,POS1323,VS9-ABS,S5,Direct,32575,imp.tra-ausentismos continuos,DO,2022-03-24,JS011500,2018-09-13,4,42.93333333,1288,masculino,LAZARO CARDENAS,24,solter,0,0
767,POS2622,VS4,S6,Exempt,32210,vol-otro empleo,E3,2022-03-25,ADMINIST,2005-11-05,17,205.4,6162,masculino,GOMEZ FARIAS,38,casad,1,3
768,POS907,VS1,S6,Exempt,32360,vol-transferencia entre planta,E4,2022-03-26,ADMINIST,2015-09-02,7,86.73333333,2602,masculino,CHIHUAHUA,32,solter,0,3
769,POS1380,MFS,S5,Direct,32599,imp.tra-lft y/o reglamento,DO,2022-03-28,JF060600,2013-07-15,9,105.9333333,3178,femenino,JUAREZ,38,solter,3,1
770,POS1380,MFS,S5,Direct,32575,vol-transferencia entre planta,DO,2022-03-28,JT031800,2014-12-02,8,98.86666667,2966,femenino,GOMEZ PALACIO,38,solter,4,1
771,POS1921,MFS,S5,Direct,32575,vol-insatisfaccion personal,DO,2022-03-29,JF010600,2018-12-27,4,39.6,1188,femenino,JUAREZ,21,solter,0,1
772,POS538,VS9-ABS,S5,Direct,32575,imp.tra-ausentismos continuos,DO,2022-03-29,JT031800,2019-10-31,3,29.33333333,880,femenino,JUAREZ,26,u.libr,4,1
773,POS1323,VS5,S5,Direct,32575,vol-razones medicas,DO,2022-03-29,JS011500,2019-05-12,3,28.16666667,845,femenino,DURANGO,46,divorciado,4,1
774,POS1380,MFS,S5,Direct,32575,vol-estudios,DO,2022-03-29,JF060600,2020-10-12,2,15.8,474,masculino,CHIHUAHUA,19,solter,0,0
775,POS538,VS1,S5,Direct,32217,vol-estudios,DO,2022-03-29,JF060600,2021-05-01,1,14.93333333,448,femenino,CHIHUAHUA,21,casad,0,1
776,POS347,LOG,S5,Direct,32575,vol-otro empleo,DNO,2022-03-29,JF010600,2016-02-24,6,74.16666667,2225,masculino,CORDOBA,31,casad,3,2
777,POS1323,VS1,S5,Direct,32599,vol-no regreso / no dio razon,DO,2022-03-30,JS011500,2020-11-26,2,16.3,489,masculino,TORREON,24,u.libr,1,0
778,POS1380,MFS,S5,Direct,32599,muerte natural,DO,2022-04-04,JF060600,2015-09-12,7,76.93333333,2308,femenino,JUAREZ,43,u.libr,1,1
779,POS1230,VS7,S5,Direct,32575,vol-otro empleo,DNO,2022-05-04,JF010600,2018-08-30,4,43.8,1314,masculino,JUAREZ,25,solter,0,2
780,POS538,VS1,S5,Direct,32575,imp.tra-ausentismos continuos,DO,2022-05-04,JF060600,2018-06-09,4,43.56666667,1307,femenino,JUAREZ,24,solter,0,1
781,POS1380,MFS,S5,Direct,32575,vol-cambio de domicilio,DO,2022-05-04,JF060600,2019-10-17,3,30.03333333,901,femenino,JUAREZ,29,u.libr,4,1
782,POS538,VS9-ABS,S5,Direct,32575,vol-transferencia entre planta,DO,2022-05-04,JS011500,2019-10-24,3,29.8,894,femenino,VERACRUZ,43,solter,0,1
783,POS1323,VS5,S5,Direct,32599,vol-no regreso / no dio razon,DO,2022-05-04,JF010600,2021-01-19,1,14.7,441,femenino,JUAREZ,21,u.libr,1,1
784,POS2915,TEF,S5,Direct,32575,vol-otro empleo,DNO,2022-05-04,JS011500,2021-11-02,1,13.93333333,418,masculino,JUAREZ,36,casad,1,2
785,POS2094,TEF,S5,Direct,32560,vol-insatisfaccion personal,DNO,2022-05-04,ADMINIST,2021-02-25,1,13.46666667,404,masculino,JUAREZ,28,casad,0,2
786,POS1380,MFS,S5,Direct,32575,imp.tra-ausentismos continuos,DO,2022-05-04,JF060600,2018-11-01,4,51.5,1545,femenino,JUAREZ,29,casad,1,1
787,POS1323,VS7,S5,Direct,32575,vol-transferencia entre planta,DO,2022-05-04,JF010600,2019-03-10,3,30.5,915,masculino,CHIHUAHUA,23,solter,0,0
788,POS1323,VS1,S5,Direct,32594,vol-prob personales y/o fam,DO,2022-05-04,JF010600,2017-07-13,5,57.56666667,1727,masculino,TECPATAN,28,u.libr,1,0
789,POS1559,MFS,S5,Direct,32107,vol-otro empleo,DNO,2022-05-04,JF050600,2011-12-10,11,127.6,3828,masculino,ZACATECAS,32,u.libr,1,2
790,POS1520,TEF,S6,Exempt,32425,imp.pat-varios jubilado,E3,2022-08-04,ADMINIST,2005-12-07,17,203.8,6114,femenino,JUAREZ,55,casad,2,3
791,POS1230,VS9-ABS,S5,Direct,32599,vol-otro empleo,DNO,2022-12-04,JT012324,2018-06-12,4,40.76666667,1223,masculino,PARRAL,23,solter,0,2
792,POS1921,MFS,S5,Direct,32575,vol-otro empleo,DO,2022-12-04,JS011500,2019-10-10,3,30.5,915,masculino,JUAREZ,20,solter,0,0
793,POS1921,MFS,S5,Direct,32599,vol-cambio de domicilio,DO,2022-12-04,JF010600,2017-01-18,5,63.66666667,1910,masculino,SANTIAGO TUXTLA,48,u.libr,1,0
794,POS1748,VS5,S5,Direct,32599,vol-otro empleo,DNO,2022-12-04,JT012324,2013-07-15,9,106.4333333,3193,masculino,TORREON,30,u.libr,1,2
795,POS1559,MFS,S5,Direct,32674,vol-otro empleo,DNO,2022-12-04,JS011500,2013-04-12,9,101.7,3051,masculino,JUAREZ,32,casad,1,2
796,POS1819,LOG,S5,Direct,32599,vol-otro empleo,DNO,2022-12-04,JS011500,2014-02-19,8,99.13333333,2974,masculino,DURANGO,26,solter,0,2
797,POS1559,MFS,S5,Direct,32599,vol-otro empleo,DNO,2022-12-04,JT021800,2016-01-13,6,76.03333333,2281,masculino,TORREON,25,u.libr,1,2
798,POS343,MFS,S6,Exempt,32590,vol-otro empleo,E3,2022-04-14,ADMINIST,2018-03-28,4,49.26666667,1478,femenino,JUAREZ,27,casad,0,3
799,POS2913,Admin MSE2,S6,Managers,32520,vol-otro empleo,SL1,2022-04-14,ADMINIST,2010-12-16,12,137.9,4137,masculino,JUAREZ,39,casad,2,3
800,POS1230,VS7,S5,Direct,32687,vol-transferencia entre planta,DNO,2022-04-15,JF010600,2020-10-09,2,19.4,582,masculino,CHIHUAHUA,23,solter,0,2
801,POS2803,VS1,S5,Direct,32573,vol-transferencia entre planta,DNO,2022-04-15,ADMINIST,2021-02-25,1,13.8,414,masculino,JUAREZ,28,solter,0,2
802,POS1921,MFS,S5,Direct,32107,imp.tra-jubilacion,DO,2022-04-15,JS011500,2006-01-30,16,197.3,5919,femenino,LAS PILAS,60,casad,2,1
803,POS907,VS9-ABS,S6,Exempt,32540,vol-transferencia entre planta,E4,2022-04-15,ADMINIST,2014-03-31,8,97.9,2937,masculino,JUAREZ,43,casad,4,3
804,POS538,VS7,S5,Direct,32599,vol-estudios,DO,2022-04-18,JF060600,2018-05-17,4,47.73333333,1432,femenino,CHIHUAHUA,26,solter,0,1
805,POS1323,VS5,S5,Direct,32599,vol-no regreso / no dio razon,DO,2022-04-18,JT012324,2019-05-09,3,31.86666667,956,femenino,GUERRERO,49,casad,4,1
806,POS538,VS7,S5,Direct,32599,imp.tra-ausentismos continuos,DO,2022-04-18,JF060600,2016-12-28,6,64.56666667,1937,femenino,CULIACAN,34,solter,2,1
807,POS538,VS9-ABS,S5,Direct,32575,imp.tra-ausentismos continuos,DO,2022-04-19,JF060600,2019-12-19,3,28.4,852,femenino,JUAREZ,20,solter,0,1
808,POS1323,VS1,S5,Direct,32599,vol-prob personales y/o fam,DO,2022-04-19,JF010600,2017-08-31,5,56.4,1692,femenino,TUXTEPEC,23,solter,0,1
809,POS1230,VS4,S5,Direct,32598,vol-otro empleo,DNO,2022-04-19,JS011500,2016-03-16,6,74.16666667,2225,masculino,JUAREZ,25,u.libr,1,2
810,POS538,VS9-ABS,S5,Direct,32575,vol-no regreso / no dio razon,DO,2022-04-20,JT031800,2019-07-25,3,33.33333333,1000,femenino,TABASCO,40,casad,3,1
811,POS2062,VS9-ABS,S6,Exempt,32660,vol-otro empleo,E3,2022-04-20,ADMINIST,2014-10-29,8,91.0,2730,masculino,TEXAS,32,casad,2,3
812,POS2338,CTG,S6,Exempt,32617,vol-otro empleo,E4,2022-04-21,ADMINIST,2011-09-19,11,128.9,3867,femenino,AGUSCALIENTES,38,casad,1,3
813,POS1323,VS1,S5,Direct,32575,vol-transferencia entre planta,DO,2022-04-22,JS011500,2017-05-10,5,55.33333333,1660,femenino,JUAREZ,23,solter,1,1
814,POS1448,TEF,S6,Exempt,32140,vol-otro empleo,E3,2022-04-22,ADMINIST,2014-02-04,8,98.06666667,2942,femenino,DURANGO,39,solter,0,3
815,POS2497,LOG,S6,Exempt,32472,vol-otro empleo,E4,2022-04-22,ADMINIST,2014-12-22,8,89.26666667,2678,femenino,JUAREZ,30,solter,0,3
816,POS2076,HRL,S6,Exempt,32379,imp.pat-terminacion del contra,E3,2022-04-25,ADMINIST,2009-11-05,13,157.7333333,4732,masculino,VILLA AHUMADA,41,u.libr,3,3
817,POS2803,VS7,S5,Direct,32695,vol-otro empleo,DNO,2022-04-26,JF010600,2020-12-22,2,16.33333333,490,masculino,ACAPULCO,38,casad,1,2
818,POS1380,MFS,S5,Direct,32599,vol-otro empleo,DO,2022-04-26,JT031800,2021-01-14,1,15.56666667,467,masculino,DURANGO,29,casad,1,0
819,POS2003,TEF,S5,Direct,32599,vol-insatisfaccion personal,DNO,2022-04-26,ADMINIST,2017-10-19,5,55.0,1650,femenino,POANAS,32,solter,0,2
820,POS1323,VS1,S5,Direct,32575,vol-prob personales y/o fam,DO,2022-04-26,JS011500,2016-07-12,6,65.53333333,1966,femenino,VERACRUZ,40,solter,3,1
821,POS1230,VS5,S5,Direct,32575,vol-prob personales y/o fam,DNO,2022-04-26,JS011500,2004-06-16,18,217.4333333,6523,masculino,TORREON,50,casad,3,2
822,POS2803,VS7,S5,Direct,32696,vol-otro empleo,DNO,2022-04-26,JF010600,2006-01-03,16,196.6666667,5900,masculino,EL FUERTE,47,casad,3,2
823,POS1921,MFS,S5,Direct,32575,vol-insatisfaccion personal,DO,2022-04-26,JT012324,2015-02-18,7,87.46666667,2624,masculino,DURANGO,40,casad,3,0
824,POS1410,VS7,S5,Direct,32696,vol-otro empleo,DNO,2022-04-26,JF010600,2015-04-03,7,87.0,2610,femenino,TUXTLA GUTIERREZ,26,solter,1,2
825,POS1230,VS7,S5,Direct,32599,vol-otro empleo,DNO,2022-04-26,JF010600,2015-03-18,7,86.53333333,2596,masculino,TUXTEPEC,28,casad,0,2
826,POS538,VS1,S5,Direct,32696,imp.tra-ausentismos continuos,DO,2022-04-26,JF060600,2016-10-26,6,66.93333333,2008,femenino,JUAREZ,49,solter,5,1
827,POS1788,VS4,S6,Exempt,32472,vol-otro empleo,E4,2022-04-26,ADMINIST,2016-07-20,6,70.2,2106,masculino,CAJEME,30,casad,3,3
828,POS2698,VS7,S5,Direct,32575,imp.tra-falsificacion de doctos,DNO,2022-04-29,JF010600,2018-04-26,4,48.8,1464,masculino,CHIHUAHUA,24,u.libr,1,2
829,POS1323,VS7,S5,Direct,32575,vol-transferencia entre planta,DO,2022-04-29,JT012324,2019-03-14,3,38.06666667,1142,femenino,JUAREZ,35,u.libr,3,1
830,POS1323,VS9-ABS,S5,Direct,32594,vol-transferencia entre planta,DO,2022-04-29,JT012324,2014-08-10,8,92.0,2760,masculino,VERACRUZ,27,solter,0,0
831,POS1145,DBE,S6,Exempt,32560,vol-otro empleo,E3,2022-04-29,ADMINIST,2018-03-05,4,48.56666667,1457,masculino,CHIHUAHUA,41,u.libr,2,3
832,POS1181,LOG,S6,Exempt,32540,vol-otro empleo,E3,2022-04-29,ADMINIST,2018-02-08,4,45.53333333,1366,masculino,JUAREZ,30,casad,0,3
833,POS2062,TEF,S6,Exempt,32675,vol-prob personales y/o fam,E3,2022-04-29,JF010600,2012-03-28,10,122.8,3684,femenino,JUAREZ,32,casad,1,3
834,POS538,VS7,S5,Direct,32580,imp.pat-terminacion del contra,DO,2022-02-05,JT031800,2020-01-12,2,17.23333333,517,masculino,DURANGO,22,solter,0,0
835,POS2003,TEF,S5,Direct,32600,vol-insatisfaccion personal,DNO,2022-03-05,ADMINIST,2019-06-13,3,35.16666667,1055,masculino,JUAREZ,32,solter,1,2
836,POS1230,VS4,S5,Direct,32575,vol-otro empleo,DNO,2022-03-05,JF010600,2010-10-19,12,140.4666667,4214,masculino,JUAREZ,29,u.libr,0,2
837,POS1376,MFS,S5,Direct,32594,vol-otro empleo,DNO,2022-03-05,JF010600,2015-08-31,7,81.23333333,2437,masculino,FRANCISCO I MADERO,27,u.libr,1,2
838,POS1111,TEF,S5,Direct,32599,vol-otro empleo,DNO,2022-03-05,ADMINIST,2014-07-30,8,94.46666667,2834,femenino,JUAREZ,27,solter,1,2
839,POS1376,MFS,S5,Direct,32575,vol-otro empleo,DNO,2022-03-05,JT012324,2015-01-21,7,88.63333333,2659,masculino,JUAREZ,27,casad,3,2
840,POS1559,MFS,S5,Direct,32543,vol-otro empleo,DNO,2022-03-05,JS011500,2016-12-10,6,67.63333333,2029,masculino,GOMEZ PALACIO,24,solter,0,2
841,POS2848,HSE,S6,Exempt,32330,vol-otro empleo,E4,2022-06-05,ADMINIST,2022-03-02,0,3.066666667,92,masculino,CHIHUAHUA,39,solter,0,3
842,POS538,VS1,S5,Direct,32674,imp.tra-ausentismos continuos,DO,2022-09-05,JF060600,2013-07-15,9,107.3333333,3220,femenino,DELICIAS,29,casad,3,1
843,POS1323,VS9-ABS,S5,Direct,32576,vol-insatisfaccion personal,DO,2022-10-05,JF010600,2018-03-15,4,50.56666667,1517,masculino,CHIHUAHUA,22,solter,0,0
844,POS1323,VS7,S5,Direct,32575,vol-transferencia entre planta,DO,2022-10-05,JS011500,2019-10-31,3,30.73333333,922,femenino,JUAREZ,20,solter,0,1
845,POS1323,VS7,S5,Direct,32553,vol-prob personales y/o fam,DO,2022-10-05,JS011500,2020-12-03,2,26.3,789,femenino,JUAREZ,28,solter,0,1
846,POS1323,VS4,S5,Direct,32575,vol-prob personales y/o fam,DO,2022-10-05,JF010600,2020-09-24,2,19.76666667,593,femenino,JUAREZ,21,solter,0,1
847,POS1323,VS5,S5,Direct,32575,vol-otro empleo,DO,2022-10-05,JF010600,2020-12-22,2,16.8,504,masculino,JUAREZ,21,solter,0,0
848,POS1323,VS9-ABS,S5,Direct,32702,vol-prob personales y/o fam,DO,2022-10-05,JF010600,2021-02-25,1,14.63333333,439,masculino,JUAREZ,38,casad,4,0
849,POS1921,MFS,S5,Direct,32574,vol-no regreso / no dio razon,DO,2022-10-05,JT012324,2017-12-28,5,53.13333333,1594,femenino,CHIHUAHUA,36,solter,2,1
850,POS1559,MFS,S5,Direct,32107,vol-otro empleo,DNO,2022-10-05,JS011500,2010-04-22,12,146.7,4401,masculino,DURANGO,33,casad,2,2
851,POS2553,VS5,S5,Direct,32575,vol-prob personales y/o fam,DNO,2022-10-05,JF050600,2013-10-06,9,108.5333333,3256,femenino,TORREON,60,casad,4,2
852,POS1748,VS9-ABS,S5,Direct,32594,vol-otro empleo,DNO,2022-10-05,JT012324,2014-01-10,8,92.6,2778,masculino,GUADALAJARA,28,solter,0,2
853,POS2802,TEF,S5,Direct,32599,vol-otro empleo,DNO,2022-10-05,JF010600,2015-11-30,7,78.43333333,2353,masculino,JUAREZ,25,solter,0,2
854,POS1323,VS1,S5,Direct,32575,vol-transferencia entre planta,DO,2022-05-13,JS011500,2020-12-22,2,16.9,507,femenino,CHIHUAHUA,32,casad,1,1
855,POS343,MFS,S6,Exempt,32575,vol-cambio de domicilio,E3,2022-05-13,JF010600,2011-01-26,11,137.5,4125,masculino,DURANGO,31,u.libr,1,3
856,POS1323,VS7,S5,Direct,32575,vol-transferencia entre planta,DO,2022-05-13,JF010600,2015-04-29,7,85.7,2571,femenino,JUAREZ,26,solter,1,1
857,POS1323,VS1,S5,Direct,32600,vol-transferencia entre planta,DO,2022-05-17,JS011500,2018-08-23,4,45.43333333,1363,femenino,ZACATECAS,43,solter,5,1
858,POS1921,MFS,S5,Direct,32580,vol-prob personales y/o fam,DO,2022-05-17,JF010600,2018-12-27,4,41.23333333,1237,femenino,JUAREZ,22,solter,1,1
859,POS1323,VS5,S5,Direct,32575,vol-razones medicas,DO,2022-05-17,JT012324,2019-01-24,3,40.3,1209,femenino,DURANGO,42,u.libr,4,1
860,POS1323,VS9-ABS,S5,Direct,32563,vol-prob personales y/o fam,DO,2022-05-17,JS011500,2019-04-17,3,37.53333333,1126,masculino,JUAREZ,25,solter,1,0
861,POS1323,VS9-ABS,S5,Direct,32600,vol-prob personales y/o fam,DO,2022-05-17,JT012324,2019-09-17,3,32.43333333,973,femenino,TABASCO,34,casad,2,1
862,POS347,LOG,S5,Direct,32599,vol-insatisfaccion personal,DNO,2022-05-17,JS011500,2020-02-13,2,27.46666667,824,masculino,VERACRUZ,26,u.libr,1,2
863,POS1230,VS7,S5,Direct,32600,vol-otro empleo,DNO,2022-05-17,JF010600,2020-10-09,2,20.46666667,614,masculino,JUAREZ,22,solter,0,2
864,POS1323,MFS,S5,Direct,32599,vol-transferencia entre planta,DO,2022-05-17,JS011500,2020-10-22,2,19.06666667,572,femenino,JUAREZ,27,solter,1,1
865,POS2915,TEF,S5,Direct,32695,vol-otro empleo,DNO,2022-05-17,JT012324,2020-10-29,2,18.83333333,565,masculino,CHIHUAHUA,33,casad,2,2
866,POS1559,MFS,S5,Direct,32575,imp.tra-ausentismos continuos,DNO,2022-05-17,JF010600,2020-10-12,2,17.43333333,523,masculino,CHIHUAHUA,22,solter,0,2
867,POS1323,VS5,S5,Direct,32575,vol-transferencia entre planta,DO,2022-05-17,JS011500,2021-01-19,1,16.1,483,femenino,CHIHUAHUA,41,casad,4,1
868,POS2698,VS7,S5,Direct,32590,vol-no regreso / no dio razon,DNO,2022-05-17,JF050600,2018-01-25,4,52.43333333,1573,masculino,VERACRUZ,24,solter,0,2
869,POS538,VS9-ABS,S5,Direct,32599,vol-otro empleo,DO,2022-05-17,JF060600,2017-02-16,5,63.86666667,1916,masculino,JUAREZ,24,solter,0,0
870,POS538,VS1,S5,Direct,32600,vol-cambio de domicilio,DO,2022-05-17,JF060600,2017-04-20,5,61.76666667,1853,femenino,NANCHITAL,28,solter,1,1
